Show_ID,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description
s1653,Movie,Title 1653,Sara Davis,"Robert De Niro, Aamir Khan, Chris Evans, Scarlett Johansson",Germany,7-Sep-2015,2011,TV-14,118 min,"Sci-Fi, Adventure","A sci-fi, adventure movie available on Netflix."
s1654,TV Show,Title 1654,John Smith,"Chris Evans, Ryan Reynolds",Japan,20-Mar-2024,2017,TV-14,1 Seasons,"Drama, Documentary","A drama, documentary tv show available on Netflix."
s1655,TV Show,Title 1655,Michael Brown,"Emma Stone, Alia Bhatt, Ryan Reynolds, Zendaya",Germany,23-Oct-2017,2006,G,4 Seasons,"Crime, Drama, Thriller","A crime, drama, thriller tv show available on Netflix."
s1656,Movie,Title 1656,Michael Brown,"Chris Evans, Ryan Reynolds",India,23-Feb-2019,2005,PG-13,118 min,"Romance, Adventure","A romance, adventure movie available on Netflix."
s1657,TV Show,Title 1657,Emily Clark,"Chris Evans, Emma Stone, Ryan Reynolds, Millie Bobby Brown",Canada,1-Apr-2024,2013,PG-13,1 Seasons,Comedy,A comedy tv show available on Netflix.
s1658,TV Show,Title 1658,Michael Brown,"Emma Stone, Alia Bhatt, Zendaya, Robert De Niro",Canada,13-Oct-2023,2001,TV-14,6 Seasons,"Crime, Comedy","A crime, comedy tv show available on Netflix."
s1659,Movie,Title 1659,John Smith,"Tom Holland, Robert De Niro",South Korea,10-Jul-2022,1994,TV-PG,108 min,"Crime, Horror, Adventure","A crime, horror, adventure movie available on Netflix."
s1660,TV Show,Title 1660,Ava Johnson,"Aamir Khan, Scarlett Johansson, Alia Bhatt",Mexico,27-Jan-2015,1995,TV-MA,5 Seasons,Documentary,A documentary tv show available on Netflix.
s1661,TV Show,Title 1661,Rachel Adams,"Millie Bobby Brown, Zendaya, Emma Stone, Ryan Reynolds",Germany,26-Dec-2021,2000,G,4 Seasons,"Thriller, Action","A thriller, action tv show available on Netflix."
s1662,Movie,Title 1662,Ava Johnson,"Tom Holland, Alia Bhatt, Robert De Niro, Zendaya",United States,19-Dec-2023,2010,TV-MA,153 min,"Comedy, Sci-Fi, Thriller","A comedy, sci-fi, thriller movie available on Netflix."
s1663,Movie,Title 1663,John Smith,"Robert De Niro, Chris Evans, Millie Bobby Brown",United States,3-May-2024,2000,R,121 min,"Sci-Fi, Drama","A sci-fi, drama movie available on Netflix."
s1664,TV Show,Title 1664,Michael Brown,"Robert De Niro, Chris Evans, Zendaya, Aamir Khan",Canada,7-Jun-2016,2020,G,1 Seasons,"Thriller, Action","A thriller, action tv show available on Netflix."
s1665,TV Show,Title 1665,David Wilson,"Zendaya, Tom Holland, Chris Evans",Germany,1-Jan-2022,2023,PG-13,3 Seasons,Documentary,A documentary tv show available on Netflix.
s1666,TV Show,Title 1666,David Wilson,"Scarlett Johansson, Robert De Niro, Chris Evans, Alia Bhatt",United Kingdom,5-Jul-2017,2015,PG,3 Seasons,"Documentary, Comedy","A documentary, comedy tv show available on Netflix."
s1667,Movie,Title 1667,Rachel Adams,"Aamir Khan, Alia Bhatt, Scarlett Johansson",Canada,26-Jul-2017,2012,TV-MA,155 min,"Sci-Fi, Adventure","A sci-fi, adventure movie available on Netflix."
s1668,TV Show,Title 1668,Emily Clark,"Zendaya, Tom Holland",Spain,19-Feb-2024,2013,PG-13,8 Seasons,"Action, Drama, Sci-Fi","A action, drama, sci-fi tv show available on Netflix."
s1669,TV Show,Title 1669,Sara Davis,"Ryan Reynolds, Zendaya, Scarlett Johansson, Millie Bobby Brown",India,7-Feb-2023,2019,TV-14,6 Seasons,Adventure,A adventure tv show available on Netflix.
s1670,Movie,Title 1670,Michael Brown,"Chris Evans, Ryan Reynolds, Robert De Niro, Millie Bobby Brown",Japan,19-Aug-2017,2019,PG,87 min,"Horror, Action","A horror, action movie available on Netflix."
s1671,Movie,Title 1671,John Smith,"Scarlett Johansson, Robert De Niro, Ryan Reynolds",United Kingdom,14-Sep-2020,1999,TV-MA,162 min,Adventure,A adventure movie available on Netflix.
s1672,Movie,Title 1672,Ava Johnson,"Scarlett Johansson, Ryan Reynolds, Millie Bobby Brown, Chris Evans",Germany,24-Mar-2021,2005,TV-14,151 min,"Sci-Fi, Documentary, Horror","A sci-fi, documentary, horror movie available on Netflix."
s1673,Movie,Title 1673,Ava Johnson,"Alia Bhatt, Robert De Niro",Germany,22-Oct-2020,2006,TV-MA,61 min,"Romance, Comedy, Sci-Fi","A romance, comedy, sci-fi movie available on Netflix."
s1674,Movie,Title 1674,Ava Johnson,"Robert De Niro, Emma Stone",Japan,1-Jan-2017,2010,G,88 min,Documentary,A documentary movie available on Netflix.
s1675,Movie,Title 1675,Ava Johnson,"Ryan Reynolds, Millie Bobby Brown, Alia Bhatt, Zendaya",Canada,3-Jan-2022,1995,PG-13,122 min,Thriller,A thriller movie available on Netflix.
s1676,Movie,Title 1676,Ava Johnson,"Aamir Khan, Chris Evans, Tom Holland, Emma Stone",South Korea,10-Mar-2015,1999,G,89 min,"Romance, Adventure, Crime","A romance, adventure, crime movie available on Netflix."
s1677,Movie,Title 1677,Rachel Adams,"Tom Holland, Zendaya, Chris Evans",Germany,1-Jun-2015,2008,TV-14,91 min,"Documentary, Action, Thriller","A documentary, action, thriller movie available on Netflix."
s1678,Movie,Title 1678,David Wilson,"Aamir Khan, Emma Stone, Chris Evans, Tom Holland",Spain,3-Feb-2020,1997,TV-14,158 min,"Romance, Crime","A romance, crime movie available on Netflix."
s1679,Movie,Title 1679,Michael Brown,"Emma Stone, Scarlett Johansson, Tom Holland",United Kingdom,4-Sep-2024,1999,PG,132 min,Adventure,A adventure movie available on Netflix.
s1680,Movie,Title 1680,Michael Brown,"Scarlett Johansson, Zendaya, Ryan Reynolds, Robert De Niro",Canada,23-Apr-2015,2010,R,105 min,"Sci-Fi, Adventure, Romance","A sci-fi, adventure, romance movie available on Netflix."
s1681,TV Show,Title 1681,Emily Clark,"Robert De Niro, Alia Bhatt, Chris Evans, Ryan Reynolds",Canada,1-Jun-2017,1997,G,5 Seasons,"Thriller, Sci-Fi, Documentary","A thriller, sci-fi, documentary tv show available on Netflix."
s1682,TV Show,Title 1682,James Lewis,"Millie Bobby Brown, Ryan Reynolds",Mexico,17-Dec-2015,2020,R,3 Seasons,"Crime, Sci-Fi, Documentary","A crime, sci-fi, documentary tv show available on Netflix."
s1683,Movie,Title 1683,Michael Brown,"Alia Bhatt, Zendaya",Mexico,21-Apr-2021,2013,TV-PG,158 min,"Romance, Thriller","A romance, thriller movie available on Netflix."
s1684,TV Show,Title 1684,Rachel Adams,"Tom Holland, Aamir Khan, Robert De Niro, Emma Stone",Canada,12-Jan-2019,2021,R,4 Seasons,"Sci-Fi, Documentary, Romance","A sci-fi, documentary, romance tv show available on Netflix."
s1685,Movie,Title 1685,James Lewis,"Aamir Khan, Chris Evans, Alia Bhatt, Tom Holland",Japan,24-Jun-2016,1991,TV-MA,167 min,Action,A action movie available on Netflix.
s1686,Movie,Title 1686,David Wilson,"Alia Bhatt, Emma Stone, Zendaya",India,28-Dec-2023,2023,PG,122 min,"Action, Crime, Sci-Fi","A action, crime, sci-fi movie available on Netflix."
s1687,Movie,Title 1687,Ava Johnson,"Zendaya, Chris Evans, Aamir Khan",United Kingdom,6-Dec-2015,2020,G,123 min,Thriller,A thriller movie available on Netflix.
s1688,Movie,Title 1688,James Lewis,"Zendaya, Alia Bhatt, Scarlett Johansson",France,21-Oct-2016,2018,TV-14,178 min,"Drama, Horror","A drama, horror movie available on Netflix."
s1689,Movie,Title 1689,Sara Davis,"Ryan Reynolds, Aamir Khan, Robert De Niro",Japan,11-May-2016,1991,TV-PG,146 min,"Adventure, Sci-Fi, Romance","A adventure, sci-fi, romance movie available on Netflix."
s1690,Movie,Title 1690,Rachel Adams,"Scarlett Johansson, Tom Holland, Alia Bhatt, Chris Evans",India,26-Jul-2018,2007,G,81 min,"Horror, Drama","A horror, drama movie available on Netflix."
s1691,TV Show,Title 1691,Michael Brown,"Chris Evans, Millie Bobby Brown, Ryan Reynolds, Zendaya",Canada,24-May-2020,2008,TV-PG,1 Seasons,"Drama, Adventure","A drama, adventure tv show available on Netflix."
s1692,Movie,Title 1692,James Lewis,"Scarlett Johansson, Ryan Reynolds, Alia Bhatt, Aamir Khan",Spain,5-Jul-2021,1998,TV-MA,61 min,"Comedy, Action, Romance","A comedy, action, romance movie available on Netflix."
s1693,Movie,Title 1693,Sara Davis,"Millie Bobby Brown, Robert De Niro",Japan,4-Dec-2023,1996,TV-MA,80 min,Comedy,A comedy movie available on Netflix.
s1694,TV Show,Title 1694,James Lewis,"Ryan Reynolds, Alia Bhatt",United Kingdom,20-Aug-2018,2014,TV-MA,3 Seasons,Crime,A crime tv show available on Netflix.
s1695,TV Show,Title 1695,Michael Brown,"Aamir Khan, Zendaya, Tom Holland",United States,17-Jul-2021,2023,TV-PG,4 Seasons,"Drama, Crime, Romance","A drama, crime, romance tv show available on Netflix."
s1696,Movie,Title 1696,James Lewis,"Aamir Khan, Scarlett Johansson, Millie Bobby Brown, Alia Bhatt",Germany,5-Jan-2019,2018,TV-MA,129 min,"Sci-Fi, Drama, Crime","A sci-fi, drama, crime movie available on Netflix."
s1697,Movie,Title 1697,Rachel Adams,"Alia Bhatt, Chris Evans, Scarlett Johansson, Robert De Niro",Mexico,1-Aug-2024,1997,TV-MA,128 min,"Romance, Adventure, Documentary","A romance, adventure, documentary movie available on Netflix."
s1698,Movie,Title 1698,David Wilson,"Alia Bhatt, Tom Holland, Chris Evans, Ryan Reynolds",Spain,9-Feb-2016,2005,TV-PG,106 min,Romance,A romance movie available on Netflix.
s1699,Movie,Title 1699,James Lewis,"Zendaya, Alia Bhatt",Germany,15-Jul-2018,1999,TV-PG,101 min,Drama,A drama movie available on Netflix.
s1700,Movie,Title 1700,David Wilson,"Chris Evans, Emma Stone, Robert De Niro, Alia Bhatt",Japan,24-Jun-2022,2007,TV-PG,84 min,Sci-Fi,A sci-fi movie available on Netflix.
s1701,Movie,Title 1701,James Lewis,"Scarlett Johansson, Emma Stone, Zendaya, Millie Bobby Brown",United States,1-Sep-2015,2009,TV-14,117 min,"Action, Romance, Horror","A action, romance, horror movie available on Netflix."
s1702,TV Show,Title 1702,Rachel Adams,"Millie Bobby Brown, Aamir Khan, Zendaya, Robert De Niro",Spain,4-Feb-2019,2007,TV-PG,2 Seasons,Crime,A crime tv show available on Netflix.
s1703,TV Show,Title 1703,James Lewis,"Emma Stone, Chris Evans",South Korea,1-Feb-2023,2018,G,4 Seasons,"Romance, Horror","A romance, horror tv show available on Netflix."
s1704,TV Show,Title 1704,Emily Clark,"Millie Bobby Brown, Scarlett Johansson, Tom Holland, Ryan Reynolds",Japan,19-Nov-2021,1998,G,8 Seasons,"Drama, Documentary, Horror","A drama, documentary, horror tv show available on Netflix."
s1705,TV Show,Title 1705,Sara Davis,"Zendaya, Alia Bhatt",France,15-May-2024,2023,PG,2 Seasons,"Sci-Fi, Horror","A sci-fi, horror tv show available on Netflix."
s1706,TV Show,Title 1706,Emily Clark,"Chris Evans, Alia Bhatt, Millie Bobby Brown, Zendaya",United Kingdom,27-Oct-2021,2017,TV-MA,5 Seasons,Adventure,A adventure tv show available on Netflix.
s1707,TV Show,Title 1707,David Wilson,"Millie Bobby Brown, Alia Bhatt, Emma Stone, Scarlett Johansson",India,22-Jun-2017,2010,G,8 Seasons,Crime,A crime tv show available on Netflix.
s1708,TV Show,Title 1708,Ava Johnson,"Chris Evans, Scarlett Johansson, Zendaya, Emma Stone",South Korea,24-Aug-2017,2013,TV-14,4 Seasons,Documentary,A documentary tv show available on Netflix.
s1709,Movie,Title 1709,John Smith,"Millie Bobby Brown, Aamir Khan",France,11-Apr-2024,1999,G,139 min,"Adventure, Romance, Documentary","A adventure, romance, documentary movie available on Netflix."
s1710,TV Show,Title 1710,Ava Johnson,"Zendaya, Emma Stone, Chris Evans",Japan,26-Apr-2016,2016,PG,7 Seasons,"Thriller, Documentary","A thriller, documentary tv show available on Netflix."
s1711,TV Show,Title 1711,Emily Clark,"Chris Evans, Scarlett Johansson, Zendaya, Emma Stone",Mexico,8-Jan-2016,1990,TV-14,7 Seasons,Horror,A horror tv show available on Netflix.
s1712,TV Show,Title 1712,James Lewis,"Robert De Niro, Chris Evans",United States,26-Dec-2022,2000,G,4 Seasons,Action,A action tv show available on Netflix.
s1713,TV Show,Title 1713,Ava Johnson,"Millie Bobby Brown, Chris Evans, Aamir Khan",Mexico,12-May-2020,2011,TV-MA,6 Seasons,"Romance, Sci-Fi","A romance, sci-fi tv show available on Netflix."
s1714,TV Show,Title 1714,Ava Johnson,"Millie Bobby Brown, Emma Stone, Alia Bhatt",United States,3-May-2017,1999,R,4 Seasons,"Action, Thriller, Horror","A action, thriller, horror tv show available on Netflix."
s1715,TV Show,Title 1715,Ava Johnson,"Scarlett Johansson, Zendaya, Alia Bhatt",United Kingdom,14-Apr-2015,1995,TV-MA,6 Seasons,"Romance, Action","A romance, action tv show available on Netflix."
s1716,TV Show,Title 1716,James Lewis,"Millie Bobby Brown, Robert De Niro, Scarlett Johansson, Emma Stone",United Kingdom,12-May-2023,2019,G,2 Seasons,"Drama, Thriller, Crime","A drama, thriller, crime tv show available on Netflix."
s1717,TV Show,Title 1717,John Smith,"Tom Holland, Alia Bhatt, Aamir Khan, Ryan Reynolds",South Korea,4-Oct-2024,2004,G,3 Seasons,"Drama, Sci-Fi","A drama, sci-fi tv show available on Netflix."
s1718,TV Show,Title 1718,John Smith,"Alia Bhatt, Scarlett Johansson, Ryan Reynolds, Chris Evans",United Kingdom,3-Feb-2018,2013,TV-PG,1 Seasons,"Crime, Romance, Drama","A crime, romance, drama tv show available on Netflix."
s1719,TV Show,Title 1719,Michael Brown,"Chris Evans, Scarlett Johansson, Emma Stone",Canada,28-Jun-2016,1992,TV-MA,2 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s1720,TV Show,Title 1720,Rachel Adams,"Millie Bobby Brown, Emma Stone",Spain,3-Nov-2022,1998,G,3 Seasons,"Documentary, Romance","A documentary, romance tv show available on Netflix."
s1721,Movie,Title 1721,Ava Johnson,"Ryan Reynolds, Millie Bobby Brown",United Kingdom,1-Mar-2020,2021,PG-13,90 min,"Sci-Fi, Horror","A sci-fi, horror movie available on Netflix."
s1722,TV Show,Title 1722,John Smith,"Tom Holland, Scarlett Johansson",Mexico,13-Apr-2020,2009,R,1 Seasons,"Romance, Sci-Fi, Horror","A romance, sci-fi, horror tv show available on Netflix."
s1723,Movie,Title 1723,Michael Brown,"Robert De Niro, Alia Bhatt",Mexico,9-Mar-2018,2022,R,80 min,Documentary,A documentary movie available on Netflix.
s1724,Movie,Title 1724,John Smith,"Alia Bhatt, Tom Holland, Zendaya",South Korea,23-Aug-2024,2012,G,171 min,"Sci-Fi, Comedy","A sci-fi, comedy movie available on Netflix."
s1725,TV Show,Title 1725,Ava Johnson,"Chris Evans, Ryan Reynolds",South Korea,21-Apr-2021,2011,TV-MA,4 Seasons,"Documentary, Romance, Crime","A documentary, romance, crime tv show available on Netflix."
s1726,Movie,Title 1726,Emily Clark,"Tom Holland, Scarlett Johansson, Alia Bhatt, Ryan Reynolds",Spain,26-Jul-2022,2012,TV-MA,99 min,Documentary,A documentary movie available on Netflix.
s1727,Movie,Title 1727,David Wilson,"Alia Bhatt, Scarlett Johansson",Spain,16-Sep-2022,1998,R,123 min,Documentary,A documentary movie available on Netflix.
s1728,Movie,Title 1728,John Smith,"Zendaya, Robert De Niro, Ryan Reynolds, Chris Evans",South Korea,6-Jan-2016,2007,PG,66 min,"Horror, Documentary, Sci-Fi","A horror, documentary, sci-fi movie available on Netflix."
s1729,Movie,Title 1729,Emily Clark,"Scarlett Johansson, Millie Bobby Brown, Zendaya",Canada,17-Apr-2023,2007,R,102 min,"Documentary, Adventure, Comedy","A documentary, adventure, comedy movie available on Netflix."
s1730,Movie,Title 1730,James Lewis,"Tom Holland, Aamir Khan, Millie Bobby Brown, Ryan Reynolds",India,21-Sep-2016,1993,TV-14,177 min,"Documentary, Action","A documentary, action movie available on Netflix."
s1731,Movie,Title 1731,John Smith,"Millie Bobby Brown, Tom Holland, Alia Bhatt, Scarlett Johansson",Mexico,28-Sep-2018,2017,TV-PG,105 min,Sci-Fi,A sci-fi movie available on Netflix.
s1732,TV Show,Title 1732,Emily Clark,"Emma Stone, Scarlett Johansson, Aamir Khan",Germany,17-Feb-2024,2011,G,6 Seasons,"Comedy, Adventure","A comedy, adventure tv show available on Netflix."
s1733,Movie,Title 1733,Ava Johnson,"Tom Holland, Scarlett Johansson",Mexico,5-Jan-2018,2015,G,72 min,Romance,A romance movie available on Netflix.
s1734,Movie,Title 1734,John Smith,"Scarlett Johansson, Robert De Niro",United States,10-Dec-2024,2023,PG-13,104 min,"Romance, Sci-Fi, Documentary","A romance, sci-fi, documentary movie available on Netflix."
s1735,TV Show,Title 1735,Ava Johnson,"Aamir Khan, Robert De Niro",United Kingdom,28-Dec-2023,2002,TV-PG,7 Seasons,Drama,A drama tv show available on Netflix.
s1736,Movie,Title 1736,Rachel Adams,"Ryan Reynolds, Alia Bhatt, Scarlett Johansson, Aamir Khan",Mexico,26-Jul-2018,1993,TV-PG,145 min,"Crime, Comedy, Romance","A crime, comedy, romance movie available on Netflix."
s1737,TV Show,Title 1737,Rachel Adams,"Zendaya, Alia Bhatt",Mexico,21-Apr-2023,1994,G,2 Seasons,"Thriller, Adventure","A thriller, adventure tv show available on Netflix."
s1738,Movie,Title 1738,James Lewis,"Robert De Niro, Zendaya",India,3-Dec-2023,1992,PG,79 min,"Thriller, Crime","A thriller, crime movie available on Netflix."
s1739,TV Show,Title 1739,Rachel Adams,"Alia Bhatt, Chris Evans, Zendaya",France,10-Feb-2022,2016,TV-MA,7 Seasons,"Adventure, Drama","A adventure, drama tv show available on Netflix."
s1740,TV Show,Title 1740,Rachel Adams,"Millie Bobby Brown, Alia Bhatt, Ryan Reynolds, Zendaya",Canada,10-Jun-2022,2009,G,3 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s1741,Movie,Title 1741,Emily Clark,"Robert De Niro, Tom Holland, Chris Evans",France,12-May-2023,1999,TV-PG,69 min,Crime,A crime movie available on Netflix.
s1742,Movie,Title 1742,James Lewis,"Scarlett Johansson, Zendaya, Alia Bhatt, Millie Bobby Brown",Germany,12-Feb-2020,2014,TV-14,75 min,Comedy,A comedy movie available on Netflix.
s1743,Movie,Title 1743,Sara Davis,"Emma Stone, Millie Bobby Brown",Germany,13-Feb-2023,1997,TV-MA,107 min,"Comedy, Documentary","A comedy, documentary movie available on Netflix."
s1744,Movie,Title 1744,Ava Johnson,"Emma Stone, Ryan Reynolds, Millie Bobby Brown",Spain,14-Jul-2017,2020,PG,140 min,"Horror, Thriller","A horror, thriller movie available on Netflix."
s1745,Movie,Title 1745,Michael Brown,"Zendaya, Aamir Khan, Tom Holland",United Kingdom,8-Aug-2017,1995,PG,147 min,"Thriller, Romance","A thriller, romance movie available on Netflix."
s1746,Movie,Title 1746,Rachel Adams,"Aamir Khan, Zendaya, Ryan Reynolds, Millie Bobby Brown",Mexico,20-Nov-2019,1990,TV-PG,172 min,"Thriller, Romance, Adventure","A thriller, romance, adventure movie available on Netflix."
s1747,Movie,Title 1747,Ava Johnson,"Robert De Niro, Millie Bobby Brown, Zendaya, Scarlett Johansson",Germany,16-Jan-2020,2009,PG,177 min,Thriller,A thriller movie available on Netflix.
s1748,Movie,Title 1748,Emily Clark,"Chris Evans, Zendaya, Aamir Khan",Canada,9-Jul-2024,2021,G,125 min,Drama,A drama movie available on Netflix.
s1749,TV Show,Title 1749,Emily Clark,"Zendaya, Aamir Khan, Emma Stone, Chris Evans",India,24-Sep-2016,2004,G,2 Seasons,Romance,A romance tv show available on Netflix.
s1750,Movie,Title 1750,David Wilson,"Aamir Khan, Robert De Niro, Alia Bhatt, Scarlett Johansson",Mexico,13-Sep-2018,2019,PG,180 min,"Drama, Sci-Fi, Comedy","A drama, sci-fi, comedy movie available on Netflix."
s1751,Movie,Title 1751,Michael Brown,"Robert De Niro, Alia Bhatt, Scarlett Johansson, Chris Evans",Mexico,5-Jun-2021,2012,PG-13,92 min,"Sci-Fi, Comedy","A sci-fi, comedy movie available on Netflix."
s1752,TV Show,Title 1752,Rachel Adams,"Emma Stone, Aamir Khan, Robert De Niro, Chris Evans",France,19-Mar-2015,1998,PG,8 Seasons,"Horror, Action, Drama","A horror, action, drama tv show available on Netflix."
s1753,TV Show,Title 1753,David Wilson,"Alia Bhatt, Ryan Reynolds, Zendaya",Spain,5-May-2021,2009,G,3 Seasons,Romance,A romance tv show available on Netflix.
s1754,TV Show,Title 1754,Rachel Adams,"Aamir Khan, Robert De Niro, Alia Bhatt",Mexico,5-Oct-2015,2010,PG,3 Seasons,"Romance, Comedy","A romance, comedy tv show available on Netflix."
s1755,Movie,Title 1755,Michael Brown,"Zendaya, Tom Holland, Alia Bhatt",Canada,14-Oct-2023,2012,PG,106 min,"Crime, Drama","A crime, drama movie available on Netflix."
